2020,2019,2020,2019
KShs’000,KShs’000,KShs’000,KShs’000
"14,281,860","20,705,754","16,960,630","20,326,064"
"1,687,344","1,523,591","1,323,247","1,362,295"
"1,317,487","1,212,163","1,196,781","1,120,094"
191,"33,488",-,"33,488"
610,610,610,610
-,"(57,274)",-,"(57,274)"
"671,564","2,085",-,"2,085"
"12,355,931","2,380,829","8,436,933","2,290,501"
"(34,601)",280,"(31,198)",192
"611,507","(40,768)","580,990","196,363"
"(2,521,051)","845,098","(2,521,051)","845,098"
"967,586","594,474","700,218","568,045"
"(18,475)","(18,476)","(18,475)","(18,476)"
"(19,044)","(1,572)","(19,044)","(1,572)"
"149,939","(40,035)",-,-
"(299,727)","(304,231)","(280,573)","(287,134)"
"1,891,490","(148,500)","1,891,490","(148,500)"
"166,135","89,092","40,146","89,092"
"1,794,519","409,716",-,-
"32,998,761","27,186,324","28,260,607","26,320,971"
"(32,277,427)","(23,683,223)","(23,626,333)","(24,076,894)"
"(4,665,345)","7,081,982","(2,431,827)","6,615,649"
"45,806,536","26,706,871","40,051,261","25,625,231"
"44,915","(266,285)","(79,846)","(104,817)"
"3,742,357","1,255,637","3,317,007","936,745"
