30-Sep-21,"30-Jun-21 31-Mar-21 31-Dec-20 30-Sep-20
KSHS.'000 KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited (Un-audited)
50,845,898 51,983,753 59,134,016 40,176,652
- - -
6,806,250 6,753,175 7,244,637 5,989,150
44,039,648 45,230,579 51,889,378 34,187,502
- - -
25,478,371 23,609,705 22,474,155 14,136,586
18,561,277 21,620,874 29,415,223 20,050,915
17,437,044 13,489,091 23,568,736 14,035,174",30-Sep-21,"30-Jun-21 31-Mar-21 31-Dec-20
KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited
6,661,988 7,255,907 6,786,736
1,618,971 1,623,263 1,705,949
5,043,017 5,632,644 5,080,787
4,345,229 4,429,061 3,428,444
697,788 1,203,583 1,652,343
697,785 1,203,583 3,064,857",30-Sep-21
KSHS.'000,,KSHS.'000,,KSHS.'000
(Un-audited),,(Un-audited),,(Un-audited)
"49,481,332",,"6,398,628",,"42,630,388"
-,,,,
"6,826,507",,"1,619,740",,"5,139,457"
"42,654,824",,"4,778,888",,"37,490,931"
-,,,,
"25,600,622",,"2,763,688",,"22,670,744"
"17,054,202",,"2,015,200",,"14,820,187"
"16,849,294",,"1,855,178",,"14,820,187"
"204,909","1,124,233 8,131,783 5,846,487 6,015,742
6,027,770 5,863,548 5,784,045 6,281,751
11,351,629 11,138,617 11,003,462 9,832,315","160,022","3 - (1,412,514)
- - -
91,976 96,467 105,025",-
"6,597,188",,-,,"6,597,188"
"11,434,939",,"89,964",,"11,344,975"
"18,032,127","17,379,399 17,002,165 16,787,507 16,114,066
36,660,396 35,268,142 37,901,657 27,199,108
9,236,750 15,160,621 9,086,267 7,148,058
- - - -","89,964","91,976 96,467 105,025
798,997 813,364 931,961
343,950 343,950 -
- - -","17,942,163"
"39,346,071",,"628,386",,"38,717,685"
"8,813,155",,"343,950",,"8,469,205"
-,,-,,-
"48,159,226","45,897,145 50,428,763 46,987,924 34,347,166
74,995,188 73,481,976 72,431,970 72,666,074
1,000,000 1,000,000 1,000,000 1,000,000
73,995,188 72,481,976 71,431,970 71,666,074
8,417,909 8,511,331 6,927,485 2,098,033
83,413,096 81,993,306 79,359,455 74,764,108
490,223,691 484,470,534 470,055,138 445,151,138
18.2% 18.4% 19.1% 19.0%
8.0% 8.0% 8.0% 8.0%
10.2% 10.4% 11.1% 11.0%
15.3% 15.2% 15.4% 16.3%
10.5% 10.5% 10.5% 10.5%
4.8% 4.7% 4.9% 5.8%
17.0% 16.9% 16.9% 16.8%
14.5% 14.5% 14.5% 14.5%
2.5% 2.4% 2.4% 2.3%
15.6% 16.2% 17.3% 18.0%
13.1% 13.3% 13.9% 15.5%
14.8% 15.1% 15.4% 15.9%
55.7% 54.8% 52.2% 50.2%
20.0% 20.0% 20.0% 20.0%
35.7% 34.8% 32.2% 30.2%","972,336","1,142,947 1,157,314 931,961
1,635,574 1,153,594 1,026,245
1,000,000 1,000,000 1,000,000
635,574 153,594 26,245
- - -
1,635,574 1,153,594 1,026,245
7,509,294 6,199,810 7,426,957
31.2% 20.8% 20.2%
8.0% 8.0% 8.0%
23.2% 12.8% 12.2%
21.8% 18.6% 13.8%
10.5% 10.5% 10.5%
11.3% 8.1% 3.3%
21.8% 18.6% 13.8%
14.5% 14.5% 14.5%
7.3% 4.1% (0.7)%
- - -
21.8% 18.7% 14.2%
- - -
425.3% 386.9% 362.2%
20.0% 20.0% 20.0%
405.3% 366.9% 342.2%","47,186,890"
"76,344,650",,"1,172,718",,"75,555,738"
"1,000,000",,"1,000,000",,"1,000,000"
"75,344,650",,"172,718",,"74,555,738"
"7,372,635",,-,,"7,372,635"
"83,717,285",,"1,172,718",,"82,928,373"
"507,642,489",,"6,591,704",,"494,001,354"
18.0%,,20.0%,,18.1%
8.0%,,8.0%,,8.0%
10.0%,,12.0%,,10.1%
15.0%,,17.8%,,15.3%
10.5%,,10.5%,,10.5%
4.5%,,7.3%,,4.8%
16.5%,,17.8%,,16.8%
14.5%,,14.5%,,14.5%
2.0%,,3.3%,,2.3%
15.0%,,-,,15.1%
12.5%,,17.8%,,12.7%
14.0%,,-,,14.2%
56.5%,,380.6%,,50.2%
20.0%,,20.0%,,20.0%
36.5%,,360.6%,,30.2%
