LATOT,Column,000`shSK,"498,568,62","660,392,82","865,450,2","825,312,75","346,767,83","171,189,59","479,900,32","415,128,12","293,999","088,038,54","021,980,05","000,029,59","171,16"
SREHTO,-,000`shSK,"083,657",-,"919,11","992,867","233,941","136,719","759,1",-,"726,2","485,4","023,168","409,568","727,15"
RAZ,91.7,000`shSK,"982,32",-,)23(,"752,32",-,"752,32","273,1",-,-,"273,1","261,22","435,32",)772(
FHC,13.401,000`shSK,"499,43",-,-,"499,43",-,"499,43","663,11",-,-,"663,11",-,"663,11","826,32"
YPJ,39.0,000`shSK,"774,77",-,-,"774,77",-,"774,77","229,67",-,-,"229,67",-,"229,67",555
ORUE,73.311,000`shSK,"481,001,3","630,491",87341,"895,803,3","894,507,7","690,410,11","495,389,3",-,"458,11","844,599,3","210,311,7","064,801,11",")463,49("
PBG,49.231,000`shSK,"894,915","238,241","800,42","833,686","688,311","422,008","614,613",-,"338,9","942,623","992,864","845,497","676,5"
DSU,43.101,000`shSK,"270,453,22","891,659,72","592,400,2","565,413,25","729,897,03","294,311,38","743,816,81","415,128,12","870,579","939,414,14","723,426,14","662,930,38","622,47"
