GROUP,Column,KINGDOM BANK,Column,CO-OP BANK
30-Sep-24,"30-Jun-24 31-Mar-24 31-Dec-23 30-Sep-23
KSHS.'000 KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited (Un-audited)
- - - -
9,129,000 6,083,105 (8,361,591) (9,004,095)
- - - -
- - - -
- - - -",30-Sep-24,"30-Jun-24 31-Mar-24 31-Dec-23 30-Sep-23
KSHS.'000 KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited (Un-audited)
- - - -
341,730 (65,571) (996,073) (493,897)
- - - -
- - - -
- - - -",30-Sep-24
KSHS.'000,,KSHS.'000,,KSHS.'000
(Un-audited),,(Un-audited),,(Un-audited)
-,,-,,-
"6,901,373",,"(269,316)",,"7,172,289"
-,,-,,-
-,,-,,-
-,,-,,-
"6,901,373","9,129,000 6,083,105 (8,361,591) (9,004,095)","(269,316)","341,730 (65,571) (996,073) (493,897)","7,172,289"
"26,108,938","22,119,634 12,663,161 14,826,776 9,390,483","333,716","786,591 276,109 (340,914) 290,057","24,725,782"
,"2.21 1.12 3.92 3.15
2.21 1.12 3.92 3.15
- - 1.50 -",,"- - - -
- - - -
- - - -",
3.29,,-,,2.99
3.29,,-,,2.99
-,,-,,-
GROUP,,KINGDOM BANK,,CO-OP BANK
30-Sep-24,"30-Jun-24 31-Mar-24 31-Dec-23 30-Sep-23
KSHS.'000 KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited (Un-audited)
69,553,806 66,495,807 66,942,745 61,910,807
5,122,223 5,144,728 5,161,035 5,625,916
64,431,583 61,351,079 61,781,710 56,284,891
36,289,370 33,840,940 33,104,524 32,851,451
28,142,213 27,510,139 28,677,186 23,433,440
34,567,482 32,428,371 32,297,222 28,435,785",30-Sep-24,"30-Jun-24 31-Mar-24 31-Dec-23 30-Sep-23
KSHS.'000 KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited (Un-audited)
3,612,829 3,436,195 3,209,562 4,485,574
531,085 518,276 540,428 1,036,314
3,081,744 2,917,919 2,669,134 3,449,260
1,418,659 1,282,514 1,231,386 1,982,190
1,663,085 1,635,405 1,437,748 1,467,070
1,464,134 1,578,779 1,365,103 1,414,313",30-Sep-24
KSHS.'000,,KSHS.'000,,KSHS.'000
(Un-audited),,(Un-audited),,(Un-audited)
"70,013,201",,"3,584,502",,"65,684,450"
"5,141,324",,"541,816",,"4,544,623"
"64,871,877",,"3,042,686",,"61,139,827"
"37,239,986",,"1,208,968",,"35,785,183"
"27,631,890",,"1,833,718",,"25,354,644"
"28,424,311",,"1,705,218",,"25,494,731"
"(792,421)","(6,425,269) (4,918,232) (3,620,035) (5,002,345)
8,150,526 7,563,704 6,799,691 7,259,481
12,683,355 12,826,372 12,807,278 12,723,457","128,500","198,951 56,626 72,645 52,757
8,382 8,734 9,076 6,306
341,891 283,677 267,683 223,785","(140,087)"
"7,875,197",,"11,518",,"7,863,679"
"12,731,218",,"330,114",,"12,401,013"
"20,606,415","20,833,882 20,390,076 19,606,969 19,982,938
18,942,411 17,392,076 21,018,871 20,443,963
18,059,922 20,911,840 12,873,967 (4,382,208)
- - - -","341,632","350,273 292,411 276,759 230,091
579,821 458,408 461,879 458,822
22,035 437,835 697,835 1,466,840
- - - -","20,264,691"
"18,561,599",,"639,508",,"17,790,239"
"10,748,089",,-,,"10,748,089"
-,,-,,-
"29,309,688",,"639,508",,"28,538,328"
"117,214,819",,"3,668,961",,"109,604,220"
"1,000,000",,"1,000,000",,"1,000,000"
"116,214,819",,"2,668,961",,"108,604,220"
"19,564,782",,-,,"19,580,066"
"136,779,601",,"3,668,961",,"129,184,286"
"633,357,560",,"19,225,713",,"603,580,696"
22.8%,,18.0%,,22.1%
8.0%,,8.0%,,8.0%
14.8%,,10.0%,,14.1%
18.5%,,19.1%,,18.2%
10.5%,,10.5%,,10.5%
8.0%,,8.6%,,7.7%
21.6%,,19.1%,,21.4%
14.5%,,14.5%,,14.5%
7.1%,,4.6%,,6.9%
57.8%,,104.1%,,53.7%
20.0%,,20.0%,,20.0%
37.8%,,84.1%,,33.7%
