Group and Bank,Column
2023,2022
KShs‘000,KShs‘000
"30,674,697","27,661,410"
"57,268,666","45,591,085"
"488,916,579","469,720,765"
"576,859,942","542,973,260"
"275,450,562","209,705,946"
"8,094,816","2,613,370"
"64,385,452","55,814,833"
"1,909,959","2,053,578"
"213,162,837","250,568,431"
"819,648","282,143"
"13,036,668","21,934,959"
"576,859,942","542,973,260"
