2022,2021,2022,2021
KShs‘000,KShs‘000,KShs‘000,KShs‘000
"5,964,643","16,834,559","5,964,643","16,834,558"
"2,573,664","12,878,883","2,573,664","12,878,883"
"3,854,814",-,"3,854,814",-
"60,924,018","46,510,451","53,340,722","46,215,895"
-,-,-,-
"1,482,824","1,305,843","1,482,824","1,305,843"
"74,799,963","77,529,736","67,216,667","77,235,179"
"77,529,735","98,901,544","77,235,179","77,516,586"
"62,013,190","54,149,469","54,653,643","53,347,960"
"1,369","73,592","72,176","73,592"
-,"(21,891,910)",-,-
"(64,744,331)","(53,702,959)","(64,744,331)","(53,702,959)"
"74,799,963","77,529,736","67,216,667","77,235,179"
