Group,Column,Bank,Column
2023,2022,2023,2022
KShs‘000,KShs‘000,KShs‘000,KShs‘000
"3,183,554","2,812,291","3,183,554","2,812,291"
"12,527,162","8,842,050","11,593,248","8,264,711"
"907,359","974,014","906,218","973,735"
"1,623,016","1,783,489","1,621,720","1,781,190"
"1,231,766","426,186","1,225,565","426,186"
"377,494","200,154","339,308","182,839"
"3,994,555","1,383,153","3,932,983","1,327,316"
"23,844,906","16,421,337","22,802,596","15,768,268"
