31 December 2022,Column,Column,Column,Column,Column,Column,Column,Column
,"294,587,633",–,–,"294,587,633","5,195,837",–,–,"5,195,837"
,–,"36,481,803",,"36,481,803",–,"4,243,146",–,"4,243,146"
,–,–,"32,104,565","32,104,565",–,–,"17,697,640","17,697,640"
,–,–,"18,463,520","18,463,520",–,–,"8,893,659","8,893,659"
,–,–,"1,966,519","1,966,519",–,–,"1,966,518","1,966,518"
,"294,587,633","36,481,803","52,534,604","383,604,040","5,195,837","4,243,146","28,557,817","37,996,800"
