"37,716,919","24,037,336 11,748,880 46,689,482 32,678,534
19,450,980 9,432,976 33,957,947 26,476,867
- - -
211,964 193,746 822,372 307,641","1,716,708","1,083,878 501,155 1,631,827 1,353,634
455,615 205,686 1,002,023 897,655
- - -
- - -","33,660,393"
"29,666,871",,"753,711",,"26,953,694"
-,,-,,-
"358,961",,-,,-
"30,025,832","19,662,944 9,626,722 34,780,319 26,784,508","753,711","455,615 205,686 1,002,023 897,655","26,953,694"
"8,740,852","5,770,056 2,789,205 9,876,192 7,910,314
(186,495) (93,247) (552,217) (333,371)","226,113","136,684 61,707 264,362 294,623
- - 188,666 -","8,086,108"
"(279,742)",,-,,"(457,536)"
"21,564,722","14,079,383 6,930,764 25,456,345 19,207,565","527,598","318,931 143,979 548,995 603,032","19,325,122"
,"- - -
5,099,914 3,037,928 15,328,480 6,901,373
- - - -
- - 2,032,282 -
- - - -",,"- - -
908,342 501,386 1,019,371 (269,316)
- - -
- - -
- - -",
-,,-,,-
"5,707,912",,"652,424",,"5,030,008"
-,,-,,-
-,,-,,-
-,,-,,-
"5,707,912","5,099,914 3,037,928 17,360,762 6,901,373","652,424","908,342 501,386 1,019,371 (269,316)","5,030,008"
"27,272,634","19,179,297 9,968,692 42,817,107 26,108,938","1,180,022","1,227,273 645,365 1,568,366 333,716","24,355,130"
,"2.41 1.18 4.33 3.29
2.41 1.18 4.33 3.29
- - 1.50 -",,"- - -
- - -
- - -",
3.68,,-,,3.29
3.68,,-,,3.29
1.00,,-,,1.00
GROUP,,KINGDOM BANK,,CO-OP BANK
30-Sep-25,"30-Jun-25 31-Mar-25 31-Dec-24 30-Sep-24
KSHS.'000 KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited (Un-audited)
76,285,631 74,074,915 71,079,784 70,013,201
5,006,645 5,022,701 5,115,196 5,141,324
71,278,986 69,052,214 65,964,588 64,871,877
45,208,562 42,545,712 40,337,945 37,239,986
26,070,424 26,506,503 25,626,643 27,631,890
27,327,061 27,620,876 29,787,441 28,424,311",30-Sep-25,"30-Jun-25 31-Mar-25 31-Dec-24 30-Sep-24
KSHS.'000 KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited (Un-audited)
3,460,221 3,421,165 2,977,825 3,584,502
506,294 496,993 478,671 541,816
2,953,927 2,924,172 2,499,154 3,042,686
942,588 1,189,108 867,401 1,208,968
2,011,339 1,735,064 1,631,753 1,833,718
1,791,257 1,511,303 1,545,554 1,705,218",30-Sep-25
KSHS.'000,,KSHS.'000,,KSHS.'000
(Un-audited),,(Un-audited),,(Un-audited)
"78,930,037",,"3,590,845",,"74,753,304"
"5,045,517",,"526,339",,"4,470,741"
"73,884,520",,"3,064,506",,"70,282,563"
"45,226,661",,"827,397",,"44,088,678"
"28,657,859",,"2,237,109",,"26,193,885"
"28,116,303",,"2,124,451",,"25,057,469"
"541,555","(1,256,637) (1,114,374) (4,160,798) (792,421)
8,069,747 8,517,937 8,376,734 7,875,197
13,051,366 12,869,408 12,758,784 12,731,218","112,658","220,082 223,761 86,199 128,500
13,484 10,508 11,023 11,518
443,175 415,017 348,225 330,114","1,136,416"
"7,836,442",,"12,823",,"7,815,756"
"13,219,045",,"504,418",,"12,698,627"
"21,055,487","21,121,113 21,387,345 21,144,569 20,606,415
16,204,777 15,269,649 18,011,188 18,561,599
15,459,000 12,426,124 13,119,489 10,748,089
- - - -","517,241","456,659 425,525 359,248 341,632
835,173 782,721 634,737 639,508
661,050 397,950 - -
- - -","20,514,383"
"16,876,079",,"770,589",,"15,541,808"
"19,897,787",,"658,860",,"19,238,927"
-,,-,,-
"36,773,866",,"1,429,449",,"34,780,735"
"133,350,745",,"4,257,812",,"118,117,773"
"1,000,000",,"1,000,000",,"1,000,000"
"132,350,745",,"3,257,812",,"117,117,773"
"16,327,601",,"124,015",,"16,350,268"
"149,678,346",,"4,381,827",,"134,468,041"
"658,500,506",,"27,477,214",,"622,503,734"
24.3%,,14.4%,,22.6%
8.0%,,8.0%,,8.0%
16.3%,,6.4%,,14.6%
20.3%,,15.5%,,19.0%
10.5%,,10.5%,,10.5%
9.8%,,5.0%,,8.5%
22.7%,,15.9%,,21.6%
14.5%,,14.5%,,14.5%
8.2%,,1.4%,,7.1%
61.0%,,70.0%,,59.3%
20.0%,,20.0%,,20.0%
41.0%,,50.0%,,39.3%
