2020,2019,2020,2019
KShs’000,KShs’000,KShs’000,KShs’000
"1,032,853","748,872","949,452","707,561"
"2,187,899","1,718,813","2,107,386","1,710,167"
"558,351","467,889","551,002","463,800"
"540,205","638,161","496,305","565,530"
"656,580","603,097","609,971","573,258"
"487,798","447,153","481,005","447,153"
"245,715","201,701","147,925","150,487"
"41,555","24,274","17,408","15,825"
"1,794,519","409,716",-,-
"5,460,816","4,027,008","4,424,351","3,526,366"
"13,006,291","9,286,684","9,784,805","8,160,147"
