Column,2020,2019
Notes,KShs’000,KShs’000
43,"24,735,141","27,159,908"
24(b),"(4,801,866)","(6,826,421)"
,"19,933,275","20,333,487"
18(a),"(2,003,762)","(1,058,429)"
16(a),"(1,767,021)","(725,645)"
,"19,427","2,242"
,-,(25)
,-,"106,611"
13,"(64,288,708)","(59,210,392)"
13,"43,198,500","33,205,943"
14,"(1,039,000)",-
15,-,"86,755"
,"(25,880,564)","(27,592,940)"
23,"31,119,730","7,600,238"
23,"(13,575,480)","(5,066,175)"
,"(5,867,180)","(5,867,180)"
,"(1,527,861)","(1,348,900)"
,"10,149,209","(4,682,017)"
,"4,201,920","(11,941,469)"
,"23,077,620","35,173,827"
,"(86,439)","(154,738)"
43,"27,193,100","23,077,620"
