"2.6 Financial & Non-Financial Highlights
Financial Indicators 2022 2023 2024
Profit Before Tax (KShs.) 29.4B 32.4B 34.8B
Total Assets (KShs.) 607.2B 672.5B 743.2B
Loans & Advances (KShs.) 339.4B 374.2B 373.7B
Customer Deposits (KShs.) 423.8B 451.6B 506.1B
Non-Performing Loans % (Group) 13.6% 16.7% 16.8%
Non-Performing Loans % (Bank) 13.0% 15.7% 16.6%
Industry NPL Ratio 13.3% 14.8% 16.4%
Dividend per Share (KShs.) 1.5 1.5 1.5
Market Capitalization (KShs.) 73B 66.3B 96.5B
Average ROA (%) 3.71% 3.63% 3.60%
Average ROE (%) 21.20% 21.00% 19.70%
Cost to Income (%) 47.10% 47.00% 47.20%
Other Indicators
Staff Numbers 4,864 5,400 5,863
Training Spend (KShs.) 73M 57.3M 91.3M
Wages & Benefits (KShs.) 14.8B 16.7B 18.3B
Digital Channel Transactions (%) 92% 91% 92%
Branch Presence 184 194 210
Co-op Foundation Students 9,553 10,984 11639
Water Cost (KShs.) 33.0M 45.1M 41.4M
Electricity Cost (KShs.) 213.7M 271.5M 279.4M
Generator Fuel Cost (KShs.) 16M 28.5M 26.2M
Debt to Equity 44.67% 59.29% 38.11%
2.7 Our Business Model and Value Creation -
Universal Banking Model & Sustainability societies and 9.4 million customers directly including
Our Universal Banking Model is entrenched in the Corporate Stra- MSME, Youth, Women and underserved communities.
tegic Plan (Chapter 7) and provides a comprehensive range of This addresses both a social need (reducing disparities/
financial solutions across all core business segments, meeting the inequalities in income, wealth, and opportunities
diverse needs of our customers and driving sustainable growth. We between different socioeconomic groups) and a business
offer innovative products and services tailored to different market opportunity for growth, aligning with our ""Financial
segments, positioning us as a one-stop financial provider. Inclusion & Accessibility"" material topic.
▶ Green Finance: To address the global challenge on climate
We aim to build long-term stakeholder relationships and con-
emanating primarily from pollution, the Bank has financed
sistently invest in community and environmental initiatives.
various green projects.
We continuously reinvest in process improvements, technolo-
▶ Regulatory Changes: We proactively adapt to evolving
gy, talent development, and product innovation.
regulations related to sustainability reporting (e.g., IFRS
Impact of Sustainability Risks and Opportunities S1/S2), responsible lending, and corporate governance.
▶ Wide physical / digital Footprint and an array of financial This ensures compliance and enhances transparency.
solutions: our extensive branch network and digital This impacts most of our material topics. The Bank has a
banking investment, helps us reach the 15-million- member comprehensive enterprise risk management framework.
Co-operative Movement through their co-operative",Column,Column,Column,Column
"2.6 Financial & Non-Financial Highlights
Financial Indicators 2022 2023 2024
Profit Before Tax (KShs.) 29.4B 32.4B 34.8B
Total Assets (KShs.) 607.2B 672.5B 743.2B
Loans & Advances (KShs.) 339.4B 374.2B 373.7B
Customer Deposits (KShs.) 423.8B 451.6B 506.1B
Non-Performing Loans % (Group) 13.6% 16.7% 16.8%
Non-Performing Loans % (Bank) 13.0% 15.7% 16.6%
Industry NPL Ratio 13.3% 14.8% 16.4%
Dividend per Share (KShs.) 1.5 1.5 1.5
Market Capitalization (KShs.) 73B 66.3B 96.5B
Average ROA (%) 3.71% 3.63% 3.60%
Average ROE (%) 21.20% 21.00% 19.70%
Cost to Income (%) 47.10% 47.00% 47.20%
Other Indicators
Staff Numbers 4,864 5,400 5,863
Training Spend (KShs.) 73M 57.3M 91.3M
Wages & Benefits (KShs.) 14.8B 16.7B 18.3B
Digital Channel Transactions (%) 92% 91% 92%
Branch Presence 184 194 210
Co-op Foundation Students 9,553 10,984 11639
Water Cost (KShs.) 33.0M 45.1M 41.4M
Electricity Cost (KShs.) 213.7M 271.5M 279.4M
Generator Fuel Cost (KShs.) 16M 28.5M 26.2M
Debt to Equity 44.67% 59.29% 38.11%
2.7 Our Business Model and Value Creation -
Universal Banking Model & Sustainability societies and 9.4 million customers directly including
Our Universal Banking Model is entrenched in the Corporate Stra- MSME, Youth, Women and underserved communities.
tegic Plan (Chapter 7) and provides a comprehensive range of This addresses both a social need (reducing disparities/
financial solutions across all core business segments, meeting the inequalities in income, wealth, and opportunities
diverse needs of our customers and driving sustainable growth. We between different socioeconomic groups) and a business
offer innovative products and services tailored to different market opportunity for growth, aligning with our ""Financial
segments, positioning us as a one-stop financial provider. Inclusion & Accessibility"" material topic.
▶ Green Finance: To address the global challenge on climate
We aim to build long-term stakeholder relationships and con-
emanating primarily from pollution, the Bank has financed
sistently invest in community and environmental initiatives.
various green projects.
We continuously reinvest in process improvements, technolo-
▶ Regulatory Changes: We proactively adapt to evolving
gy, talent development, and product innovation.
regulations related to sustainability reporting (e.g., IFRS
Impact of Sustainability Risks and Opportunities S1/S2), responsible lending, and corporate governance.
▶ Wide physical / digital Footprint and an array of financial This ensures compliance and enhances transparency.
solutions: our extensive branch network and digital This impacts most of our material topics. The Bank has a
banking investment, helps us reach the 15-million- member comprehensive enterprise risk management framework.
Co-operative Movement through their co-operative",,,,
,"2.6 Financial & Non-Financial Highlights
Financial Indicators 2022 2023 2024
Profit Before Tax (KShs.) 29.4B 32.4B 34.8B
Total Assets (KShs.) 607.2B 672.5B 743.2B
Loans & Advances (KShs.) 339.4B 374.2B 373.7B
Customer Deposits (KShs.) 423.8B 451.6B 506.1B
Non-Performing Loans % (Group) 13.6% 16.7% 16.8%
Non-Performing Loans % (Bank) 13.0% 15.7% 16.6%
Industry NPL Ratio 13.3% 14.8% 16.4%
Dividend per Share (KShs.) 1.5 1.5 1.5
Market Capitalization (KShs.) 73B 66.3B 96.5B
Average ROA (%) 3.71% 3.63% 3.60%
Average ROE (%) 21.20% 21.00% 19.70%
Cost to Income (%) 47.10% 47.00% 47.20%
Other Indicators
Staff Numbers 4,864 5,400 5,863
Training Spend (KShs.) 73M 57.3M 91.3M
Wages & Benefits (KShs.) 14.8B 16.7B 18.3B
Digital Channel Transactions (%) 92% 91% 92%
Branch Presence 184 194 210
Co-op Foundation Students 9,553 10,984 11639
Water Cost (KShs.) 33.0M 45.1M 41.4M
Electricity Cost (KShs.) 213.7M 271.5M 279.4M
Generator Fuel Cost (KShs.) 16M 28.5M 26.2M
Debt to Equity 44.67% 59.29% 38.11%
2.7 Our Business Model and Value Creation -
Universal Banking Model & Sustainability societies and 9.4 million customers directly including
Our Universal Banking Model is entrenched in the Corporate Stra- MSME, Youth, Women and underserved communities.
tegic Plan (Chapter 7) and provides a comprehensive range of This addresses both a social need (reducing disparities/
financial solutions across all core business segments, meeting the inequalities in income, wealth, and opportunities
diverse needs of our customers and driving sustainable growth. We between different socioeconomic groups) and a business
offer innovative products and services tailored to different market opportunity for growth, aligning with our ""Financial
segments, positioning us as a one-stop financial provider. Inclusion & Accessibility"" material topic.
▶ Green Finance: To address the global challenge on climate
We aim to build long-term stakeholder relationships and con-
emanating primarily from pollution, the Bank has financed
sistently invest in community and environmental initiatives.
various green projects.
We continuously reinvest in process improvements, technolo-
▶ Regulatory Changes: We proactively adapt to evolving
gy, talent development, and product innovation.
regulations related to sustainability reporting (e.g., IFRS
Impact of Sustainability Risks and Opportunities S1/S2), responsible lending, and corporate governance.
▶ Wide physical / digital Footprint and an array of financial This ensures compliance and enhances transparency.
solutions: our extensive branch network and digital This impacts most of our material topics. The Bank has a
banking investment, helps us reach the 15-million- member comprehensive enterprise risk management framework.
Co-operative Movement through their co-operative",,,
,,29.4B,32.4B,34.8B
,,607.2B,672.5B,743.2B
,,339.4B,374.2B,373.7B
,,423.8B,451.6B,506.1B
,,13.6%,16.7%,16.8%
,,13.0%,15.7%,16.6%
,,13.3%,14.8%,16.4%
,,1.5,1.5,1.5
,,73B,66.3B,96.5B
,,3.71%,3.63%,3.60%
,,21.20%,21.00%,19.70%
,,47.10%,47.00%,47.20%
,,"4,864","5,400","5,863"
,,73M,57.3M,91.3M
,,14.8B,16.7B,18.3B
,,92%,91%,92%
,,184,194,210
,,"9,553","10,984",11639
,,33.0M,45.1M,41.4M
,,213.7M,271.5M,279.4M
,,16M,28.5M,26.2M
,,44.67%,59.29%,38.11%
