Column,"47.0
43.2%"
"12.3%
14.4%",
"10.4%
11.0%",
"9.9%
9.1%",
"9.4%
10.4%",
"3.9%
4.9%",
"2.3%
2.3%",
"2.0%
2.1%",
"1.9%
1.8%",
"0.8%
0.7%",
"0.0%
0.0%",
