GROUP,Column,KINGDOM BANK,Column,CO-OP BANK
30-Jun-24,"31-Mar-24 31-Dec-23 30-Jun-23
KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) Audited (Un-audited)
- -
6,083,105 (8,361,591) (2,767,156)
- - -
- - -
- - -",30-Jun-24,"31-Mar-24 31-Dec-23 30-Jun-23
KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) Audited (Un-audited)
- -
(65,571) (996,073) (204,008)
- -
- -
- -",30-Jun-24
KSHS.'000,,KSHS.'000,,KSHS.'000
(Un-audited),,(Un-audited),,(Un-audited)
-,,-,,-
"9,129,000",,"341,730",,"8,788,150"
-,,-,,-
-,,-,,-
-,,-,,-
"9,129,000","6,083,105 (8,361,591) (2,767,156)","341,730","(65,571) (996,073) (204,008)","8,788,150"
"22,119,634","12,663,161 14,826,776 9,373,689","786,591","276,109 (340,914) 317,912","20,791,828"
,"1.12 3.92 2.08
1.12 3.92 2.08
- 1.50 -",,"- -
- -
- -",
2.21,,-,,2.05
2.21,,-,,2.05
-,,-,,-
GROUP,,KINGDOM BANK,,CO-OP BANK
30-Jun-24,"31-Mar-24 31-Dec-23 30-Jun-23
KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) Audited (Un-audited)
66,495,807 66,942,745 58,436,256
5,144,728 5,161,035 6,260,694
61,351,079 61,781,710 52,175,562
33,840,940 33,104,524 29,226,289
27,510,139 28,677,186 22,949,273
32,428,371 32,297,222 30,552,449",30-Jun-24,"31-Mar-24 31-Dec-23 30-Jun-23
KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) Audited (Un-audited)
3,436,195 3,209,562 4,436,080
518,276 540,428 1,035,064
2,917,919 2,669,134 3,401,016
1,282,514 1,231,386 1,991,735
1,635,405 1,437,748 1,409,281
1,578,779 1,365,103 1,455,550",30-Jun-24
KSHS.'000,,KSHS.'000,,KSHS.'000
(Un-audited),,(Un-audited),,(Un-audited)
"69,553,806",,"3,612,829",,"65,176,611"
"5,122,223",,"531,085",,"4,558,567"
"64,431,583",,"3,081,744",,"60,618,044"
"36,289,370",,"1,418,659",,"34,690,291"
"28,142,213",,"1,663,085",,"25,927,753"
"34,567,482",,"1,464,134",,"32,262,947"
"(6,425,269)","(4,918,232) (3,620,035) (7,603,176)
7,563,704 6,799,691 7,932,970
12,826,372 12,807,278 12,566,335","198,951","56,626 72,645 (46,269)
8,734 9,076 6,560
283,677 267,683 186,867","(6,335,194)"
"8,150,526",,"8,382",,"8,142,144"
"12,683,355",,"341,891",,"12,341,464"
"20,833,882","20,390,076 19,606,969 20,499,305
17,392,076 21,018,871 35,328,572
20,911,840 12,873,967 6,458,457
- - -","350,273","292,411 276,759 193,427
458,408 461,879 392,406
437,835 697,835 1,546,375
- -","20,483,609"
"18,942,411",,"579,821",,"18,212,272"
"18,059,922",,"22,035",,"18,037,887"
-,,-,,-
"37,002,333",,"601,856",,"36,250,159"
"113,018,142",,"3,537,890",,"106,974,205"
"1,000,000",,"1,000,000",,"1,000,000"
"112,018,142",,"2,537,890",,"105,974,205"
"20,096,843",,-,,"20,115,073"
"133,114,985",,"3,537,890",,"127,089,279"
"624,437,354",,"18,401,973",,"594,157,582"
23.1%,,20.3%,,21.8%
8.0%,,8.0%,,8.0%
15.1%,,12.3%,,13.8%
18.1%,,19.2%,,18.0%
10.5%,,10.5%,,10.5%
7.6%,,8.7%,,7.5%
21.3%,,19.2%,,21.4%
14.5%,,14.5%,,14.5%
6.8%,,4.7%,,6.9%
54.0%,,128.1%,,51.4%
20.0%,,20.0%,,20.0%
34.0%,,108.1%,,31.4%
