2021,2020,2021,2020
KShs’000,KShs’000,KShs’000,KShs’000
"16,834,559","13,941,614","16,834,558","13,941,614"
"12,878,883","17,642,605","12,878,883","17,604,823"
-,"1,001,156",-,"1,001,156"
"46,510,451","65,582,298","46,215,895","44,235,122"
-,-,-,-
"1,305,843","733,871","1,305,843","733,871"
"77,529,736","98,901,544","77,235,179","77,516,586"
"98,901,544","77,845,496","77,516,586","77,693,633"
"54,149,469","64,288,709","53,347,960","42,941,533"
"73,592","(34,161)","73,592","(29,703)"
"(21,891,910)",-,-,-
"(53,702,959)","(43,198,500)","(53,702,959)","(43,088,877)"
"77,529,736","98,901,544","77,235,179","77,516,586"
