Notes,"2021
(KShs’000)","2020
(KShs’000)"
,"15,598,263","13,719,268"
42,"(405,484)","660,763"
,-,-
,-,-
,"(405,484)","660,763"
,-,-
,-,-
,"(405,484)","660,763"
,"15,192,779","14,380,031"
