"3,115,073","466,884","7,955,045","3,258,080","143,428","8,318,906","23,257,416"
–,"639,048","212,372","215,789","12,416","363,381","1,443,006"
–,–,–,"(36,369)","(13,252)",(77),"(49,698)"
"(41,400)",–,–,–,–,–,"(41,400)"
–,"(625,684)","261,514","7,570",–,"356,600",–
–,"2,412","(1,770)",–,–,"1,770","2,412"
–,"(6,784)",–,–,–,–,"(6,784)"
(377),"(327,467)","1,833,892","(903,040)","(10,619)","(67,710)","524,679"
–,–,"(17,238)",–,–,125,"(17,113)"
"3,073,296","148,409","10,243,815","2,542,030","131,973","8,972,995","25,112,518"
"207,582",–,"7,067,938","2,572,154","106,389","6,913,605","16,867,668"
"103,791",–,"348,212","161,548","18,577","587,881","1,220,009"
–,–,–,"(20,119)","(7,212)","(1,049)","(28,380)"
–,–,"(1,051)",–,–,"1,051",–
"(311,373)",–,–,–,–,–,"(311,373)"
–,–,(180),–,–,–,(180)
–,–,"1,417,661","(779,569)","(11,092)","(57,630)","569,370"
–,–,"8,832,580","1,934,014","106,662","7,443,858","18,317,114"
"3,073,296","148,409","1,411,235","608,016","25,311","1,529,137","6,795,404"
