H1 2024,H1 2023
"(304,072)","(11,074)"
"(188,764)","(146,498)"
"(492,836)","(157,572)"
"1,455,435","2,287,768"
"(92,823)","(112,951)"
"869,776","2,017,245"
"1,164,963","946,188"
"869,776","2,017,245"
"5,094","(65,649)"
"2,039,833","2,897,784"
