H1 2023,H1 2022
"(11,074)","(345,108)"
"(146,498)","(106,874)"
"(157,572)","(451,982)"
"2,287,768","2,403,570"
"(112,951)","(39,237)"
"2,017,245","1,912,351"
"946,188","1,334,344"
"2,017,245","1,912,351"
"(65,649)","(22,844)"
"2,897,784","3,223,851"
