2019,Column,2019
"491,409",,"630,319"
"128,649",,"22,751"
"69,281",,"24,925"
"96,282",,"(10,959)"
"16,026",,220
"343,754",,"22,882"
"22,441",,"11,208"
–,,–
"2,222",,"5,616"
–,,–
"3,329",,"10,327"
"7,425",,393
"(200,522)",,"(149,618)"
–,,"(589,660)"
"980,296",,"(21,596)"
"877,459",,"(135,486)"
"63,529",,"3,048"
"(800,935)",,"121,061"
"112,407",,"(560,743)"
"252,460",,"(572,120)"
"1,232,756","1,371,150
(312,873)","(593,716)"
"(597,582)",,"(49,675)"
"635,174","1,058,277","(643,391)"
,"(71,144)
19,742
–
–
94,591
–
273,949",
"(164,056)",,"(11,722)"
"5,617",,231
–,,–
–,,"589,660"
–,,–
–,,–
"203,733",,"163,811"
"45,294","317,138","741,980"
,"–
–
(299,459)
–
(14,030)
(313,489)
1,061,926
3,396,739
1,061,926
(80,845)
–",
–,,"7,328"
"(98,717)",,"(98,717)"
"(1,722,443)",,"(1,709,963)"
"(88,468)",,"(31,620)"
"(16,026)",,(220)
"(1,925,654)",,"(1,833,192)"
"(1,245,186)",,"(1,734,603)"
"4,377,820",,"2,597,136"
"(1,245,186)",,"(1,734,603)"
"(12,371)",,–
"(996,319)",,–
"2,123,944","4,377,820","862,533"
