"2013
Kshs.‘000","2012
Kshs.‘000","2013
Kshs.‘000","2012
Kshs.‘000"
"32,457,329
8,327,336
256,080
572,654","33,973,437
7,648,656
652,157
807,968","28,311,468
7,355,172
61,488
360,946","30,763,441
7,109,907
471,695
553,257"
"41,613,399","43,082,218","36,089,074","38,898,300"
"7,871,928
757,185","11,229,319
1,216,667","6,447,162
641,321","10,107,639
996,501"
"8,629,113","12,445,986","7,088,483","11,104,140"
"32,984,286","30,636,232","29,000,591","27,794,160"
"4,684,093
5,816,744","3,718,064
5,894,921","3,845,358
3,336,425","2,883,552
3,920,941"
"10,500,837
(568,089)","9,612,985
(539,173)","7,181,783
(553,565)","6,804,493
(524,460)"
"9,932,748","9,073,812","6,628,218","6,280,033"
"3,275,662
666,524","3,447,824
240,313","1,440,928
243,647","1,431,368
250,616"
"3,942,186","3,688,137","1,684,575","1,681,984"
"12,009","13,709","12,009","13,709"
"12,009","13,709","12,009","13,709"
"165,445
29,847
795,957","153,205
50,685
443,558","153,495
28,849
700,168","148,186
50,138
439,334"
"991,249","647,448","882,512","637,658"
"2,585,930
320,045
(1,910,332)","3,232,752
523,890
(1,658,607)","1,490,466
292,380
(1,535,609)","2,558,470
561,715
(1,509,475)"
"995,643","2,098,035","247,237","1,610,710"
