GROUP,Column,COMPANY,Column
2019,2018,2019,2018
KShs.’ million,"KShs.’ million
24,842
-
5,804",KShs.’ million,
"32,027",,37,
"5,642",,,
"6,659",,-,
"44,328","30,646",37,
