2025,Column,Column,2024,Column,Column
"Leased
premises","Leased
motor
vehicles &
equipment",Totals,"Leasehold
premises","Leased
motor
vehicles &
equipment",Totals
Ksh million,Ksh million,Ksh million,Ksh million,Ksh million,Ksh million
"8,593","1,327","9,920",,,
"2,327",-,"2,327",,,
(969),(171),"(1,140)",,,
-,-,-,,,
(121),6,(115),,,
-,-,-,,,
"9,830","1,162","10,992",,,
"(6,267)","(1,106)","(7,373)",,,
(973),(32),"(1,005)",,,
687,159,846,,,
328,(19),309,,,
56,(4),52,,,
"(6,169)","(1,002)","(7,170)",,,
"3,661",160,"3,822",,,
