Appointment for 1 year,Column,Column,Column,Column,Column,Column,Column,Column,Column
All branches re-opened 27 April 2016,,,,,,,,,
Performance to date:,,,,,,,,,
"Transaction volumes
460,951",,"Total deposits
KES 12.362B",,,"Total withdrawals
KES 12.210B",,,"New customers
3,000",
Available services,,,,,,,,,
ATM,Clearing,,RTGS,"Telegraphic
Transfers",,Trade,"Money
Transfer",,Visa
7,,,,,,,,,
