"2015
KShs‘000"
"17,147,102"
"93,188"
"(545,845)"
"(2,974,654)"
"(1,392,250)"
"(4,819,561)"
-
"5,945,093"
"(6,050,426)"
"(105,333)"
"12,222,208"
"12,812,852"
"25,035,060"
