Director’s Name,"Directors’ fees
Ksh ‘000’","Sitting
allowance
Ksh ‘000’","Other
allowances (1)
Ksh ‘000’","Non-cash
benefit (2)
Ksh ‘000’","Total
Ksh ‘000’"
,,,,,"17,324"
,,,,,"3,440"
,,,,,"14,921"
,,,,,"8,456"
,,,,,"14,611"
,,,,,"8,587"
,,,,,"10,585"
,,,,,"12,797"
,,,,,"6,674"
,,,,,"97,395"
