Column,latoT ytiuqe,"324,241","486,1","371,43",-,)436(,)926(,-,)4(,)392(,"316,23",")312,3(",")312,3(","705,371"
,-noN gnillortnoc tseretni,-,"486,1",18,,92,-,-,-,-,011,,-,"497,1"
"clp
puorG
BCK
fo
srenwo
ot",latoT,"324,241",-,"290,43",,)366(,)926(,-,)4(,)392(,"305,23",")312,3(",")312,3(","317,171"
,deniateR sgninrae,"330,611",-,"290,43",,-,-,")408,5(",821,-,"614,82",")312,3(",")312,3(","632,141"
,rehtO sevreser,")866,6(",-,-,,)366(,)926(,-,)231(,)392(,")717,1(",-,-,")583,8("
,"yrotu ksir evres
t","551,2",-,-,,-,-,"408,5",-,-,"408,5",-,-,"959,7"
elbatubirttA,tatS iderc er,,,,,,,,,,,,,
,erahS muimerp,"096,72",-,-,,-,-,-,-,-,-,-,-,"096,72"
,erahS latipac,"312,3",-,-,,-,-,-,-,-,-,-,-,"312,3"
