GROUP,Column,COMPANY,Column
2019,2018,2019,2018
KShs.’ million,"KShs.’ million
20,105
11,350
7,384
1,371",KShs.’ million,
"18,738",,-,
"11,767",,-,
"5,183",,-,
"1,788",,-,
"20,371","20,105",-,
