Column,2019,Column,Column,2018,Column,Column
KShs.’millions,Carrying,10%,10%,Carrying,10%,10%
,KShs.’million,KShs.’million,KShs.’million,KShs.’million,KShs.’million,KShs.’million
,amount,Increase,Decrease,,,
,"83,235",(832),832,,,
,"25,174",(252),252,,,
,"70,614",(706),706,,,
,"1,181",(12),12,,,
,"44,329",(443),443,,,
,"535,370","(5,354)","5,354",,,
,"96,977",(970),970,,,
,"856,880",,,,,
,"20,371",204,(204),,,
,"686,583","6,866","(6,866)",,,
,"4,447",-,-,,,
,"35,834",-,-,,,
,"21,485",215,(215),,,
,"768,720",,,,,
,,(452),452,,,
,-,136,(136),,,
,-,(316),316,,,
