"13,994",34.7%,"15,311",34.4%,"17,719",35.8%,"19,146 37.3%","17,007",31.3%
"6,939",17.2%,"6,915",15.5%,"9,369",18.9%,"9,410 18.3%","9,864",18.1%
"6,050",15.0%,"6,050",13.6%,"9,198",18.6%,"9,198 17.9%","10,731",19.7%
"10,798",26.7%,"13,573",30.5%,"10,525",21.3%,"10,506 20.5%","13,264",24.4%
"2,388",5.9%,"2,435",5.5%,"2,428",4.9%,"2,791 5.4%","3,146",5.8%
201,0.5%,238,0.5%,265,0.5%,291 0.6%,339,0.7%
,,,,,,,"54,351",100%
