Director’s Name,"Directors’ fees
KShs. ‘000’","Sitting allowance
KShs. ‘000’","Other allowances(1)
KShs. ‘000’","Non-cash benefit(2)
KShs. ‘000’","Total
KShs. ‘000’"
,,,,,"15,641"
,,,,,"2,820"
,,,,,"9,309"
,,,,,"7,000"
,,,,,"12,844"
,,,,,"10,754"
,,,,,"16,641"
,,,,,"15,649"
,,,,,"5,842"
,,,,,"18,155"
,,,,,"6,794"
,,,,,"121,450"
