"latoT noillim
shSK","745,473",-,-,-,-,"119,132",")300,74(","554,955"
"stessA noillim
rehtO shSK","493,71",,-,-,-,"427,02",-,"811,83"
"laicnaniF stessa dezitromA tsoc noillim
shSK","721,131",,-,-,-,"545,83",")051,5(","225,461"
"laicnaniF LPTVF noillim
stessa shSK","264,5",,-,-,-,"665,61",")526,4(","304,71"
"-sa ICOTVF noillim
laicnaniF
shSK
stes","407,931",,-,-,-,-,")602,62(","894,311"
"ot sknaB noillim
snaoL
shSK","246,62",,-,-,-,"394,341",")305,6(","236,361"
"& knaB secnalaB noillim
hsaC
lartneC
shSK","812,45",,-,-,-,"385,21",")915,4(","282,26"
"stessa
laicnanfi
rehtO",,,,,,,,
