2010
KShs‘000
"13,796,511"
"3,959,963"
"847,876"
"5,862,488"
"137,344,568"
"42,051,335"
"4,185,781"
-
"855,115"
"1,319,367"
"5,888,285"
"143,644"
"6,769,623"
"223,024,556"
"10,807,301"
"163,188,681"
"1,763,732"
"1,750,345"
"4,638,052"
-
"182,148,111"
"2,950,260"
"34,238,360"
"3,687,825"
"40,876,445"
"223,024,556"
