2010
KShs‘000
"21,441,262"
"(2,942,881)"
"18,498,381"
"5,618,346"
"(306,155)"
"5,312,191"
"1,357,658"
"1,519,248"
"369,830"
"27,057,308"
"(875,411)"
"(14,644,364)"
"11,537,533"
"(2,718,673)"
"8,818,860"
3.40
1.25
