Column,22001199,22001188
NNoottee,KKSShhss..’’mmiilllliioonn,KKSShhss..’’mmiilllliioonn
,--,
,--,
,--,
,--,
,--,
,--,
,((44)),
,"1166,,555511",
,115566,
,"1166,,770033",
,--,
,"1166,,770033",
,((6677)),
,((99)),
,((559999)),
,"1166,,002288",
,((114422)),
,"1155,,888866",
,"1155,,888866",
,44..9944,
,44..9944,
,"33,,006666",
,"88,,003333",
,"1111,,009999",
