GROUP,Column,BANK,Column
,"2013
KShs ‘000","2014
KShs ‘000",
"49,000,345","44,004,438","40,037,682","37,901,763"
"78,535,792","69,632,988","72,594,699","67,207,442"
"1,668,272","1,115,346","1,668,272","1,115,346"
"10,785,493","7,741,808","9,844,314","7,079,160"
"30,987,342","36,438,636","24,667,985","26,054,428"
"123,139,696","77,676,789","107,419,027","66,101,681"
,"236,610,005","256,231,979",
