Column,Carrying amount,Column,Column,Column,Column,Column,Fair value,Column,Column,Column
,"Held for
trading","Held to
maturity","Loans and
receivables","Available
for sale","At
amortized
cost","Total
carrying
amount",Level 1,Level 2,Level 3,Fair value
2016 - Group,"Kshs.
million","Kshs.
million","Kshs.
million","Kshs.
million","Kshs.
million","Kshs.
million","Kshs.
million","Kshs.
million","Kshs.
million","Kshs.
million"
