"latoT ytiuqe noillim
shSK","705,371","098,3","738,04",-,616,")259,2(",-,171,)351(,"915,83",-,")624,6(",")312,3(",")936,9(","772,602"
"-noc-noN gnillort tseretni noillim
shSK","497,1","098,3",422,,861,-,-,-,-,293,-,-,-,-,"670,6"
"latoT noillim
shSK","317,171",-,"316,04",,844,")259,2(",-,171,)351(,"721,83",,")624,6(",")312,3(",")936,9(","102,002"
"deniateR sgninrae noillim
shSK","632,141",-,"316,04",,-,-,")847,81(",171,-,"630,22",-,")624,6(",")312,3(",")936,9(","336,351"
"-er sevres noillim
rehtO
shSK",")583,8(",-,-,,844,")259,2(",-,-,)351(,")756,2(",-,-,-,-,")240,11("
"yrotutatS ksir evreser noillim
tiderc
shSK","959,7",-,-,,-,-,"847,81",-,-,"847,81",-,-,-,-,"707,62"
"erahS muimerp snoillim
hSK","096,72",-,-,,-,-,-,-,-,-,-,-,-,-,"096,72"
"erahS latipac noillim
shSK","312,3",-,-,,-,-,-,-,-,-,-,-,-,-,"312,3"
"2202
rebmeceD
13
dedne
raey
roF",,,,,,,,,,,,,,,
