2021,2022,2023,2024,2025
"0.80
0.05
0.15","0.80
0.05
0.15","0.80
0.05
0.15","0.80
0.05
0.15",
"0.80
0.10
0.10","0.80
0.10
0.10","0.80
0.10
0.10","0.80
0.10
0.10",
"0.80
0.05
0.15","0.80
0.05
0.15","0.80
0.05
0.15","0.80
0.05
0.15",
"0.80
0.15
0.05","0.80
0.15
0.05","0.80
0.15
0.05","0.80
0.15
0.05",
