Column,At 31 December 2019,Column,Column,At 31 December 2018,Column,Column
KShs.’million,"Currency
Carrying Amount",10% Depreciation,10% Appreciation,"Currency
Carrying Amount",10% Depreciation,10% Appreciation
,KShs.’million,KShs.’million,KShs.’million,,,
,"341,910","(34,191)","34,191",,,
,"1,314",(131),131,,,
,"12,229","(1,223)","1,223",,,
,"11,481","(1,148)","1,148",,,
,,"(36,693)","36,693",,,
,"342,317","34,232","(34,232)",,,
,"1,417",142,(142),,,
,"11,640","1,164","(1,164)",,,
,"14,326","1,433","(1,433)",,,
,,"36,971","(36,971)",,,
,,278,(278),,,
,,83,(83),,,
,,195,(195),,,
,,0.77%,(0.77%),,,
