Amounts in KShs M,2018,2019,2020,2021,2022,CAGR
,,,,,"295,423",
,,,,,"863,268",
,,,,,"26,618",
,,,,,"368,721",
,,,,,"1,554,030",
,,,,,"1,135,417",
,,,,,"156,397",
,,,,,"55,939",
,,,,,"1,347,753",
,,,,,"206,277",
,,,,,"1,554,030",
