"2015
KShs‘000"
"4,426,320"
"78,677"
"(574,411)"
"(3,264,357))"
"(4,865,709)"
"( 8,445,800)"
-
"7,395,062"
"(6,050,426)"
"1,344,636"
"(2,674,844)"
"70,902,201"
"68,227,357"
