"2012
KShs’000","2011
KShs’000","2012
KShs’000","2011
KShs’000"
"220,549,569
(6,835,904)
(2,049,439)","206,716,627
(6,466,159)
(1,525,549)","194,666,631
(5,816,635)
(1,827,332)","186,833,662
(5,724,058)
(1,265,617)"
"211,664,226","198,724,919","187,022,664","179,843,987"
"6,466,159
3,232,752
(1,658,607)
(1,204,400)","8,587,097
3,034,097
(2,349,039)
(2,805,996)","5,724,058
2,558,470
(1,509,475)
(956,418)","8,178,514
2,559,845
(2,348,497)
(2,665,804)"
"6,835,904","6,466,159","5,816,635","5,724,058"
"1,525,549
523,890","2,064,829
(539,280)","1,265,617
561,715","1,903,336
(637,719)"
"2,049,439","1,525,549","1,827,332","1,265,617"
"53,771,370
4,849,896
12,706,910
63,164,130
86,057,263","24,315,451
10,742,513
17,160,163
73,617,715
80,880,785","49,054,220
3,469,730
9,566,384
48,792,599
83,783,698","21,127,485
10,275,864
14,707,637
64,055,939
76,666,737"
"220,549,569","206,716,627","194,666,631","186,833,662"
"210,923,050
9,626,519","200,792,505
5,924,122","186,816,701
7,849,930","180,901,865
5,931,797"
"220,549,569","206,716,627","194,666,631","186,833,662"
