"latoT snoilliM
shSK","544,78",")173,1(",25,")913,1(",")330,8(",")330,8(","780,87"
"deniateR sgninrae snoilliM
shSK","495,65",")173,1(",-,")173,1(",")330,8(",")330,8(","481,74"
"rehtO sevreser snoilliM
shSK",)25(,-,25,25,-,-,-
"erahS muimerp snoilliM
shSK","096,72",-,-,-,-,-,"096,72"
"latipa
snoi","312,3",-,-,-,-,-,"312,3"
"c lliM
erahS
shSK",,,,,,,
