2010
KShs‘000
"147,426,418"
"(8,178,514)"
"(1,903,336)"
"137,344,568"
"7,593,959"
"493,834"
"1,425,944"
"618,397"
"(1,022,819)"
"( 930,801)"
"8,178,514"
"1,264,858"
"166,192"
"472,286"
"1,903,336"
