"2,017,032","311,670","7,416,902","9,745,604"
"324,028","213,786","2,758,306","3,296,120"
"(7,864)","(39,327)","(223,350)","(270,541)"
"47,014","15,303",-,"62,317"
"(19,103)",780,"(19,161)","(37,484)"
"2,361,107","502,212","9,932,697","12,796,016"
"2,014,595","502,212","9,932,697","12,449,504"
"346,512",-,-,"346,512"
"2,361,107","502,212","9,932,697","12,796,016"
"317,832","89,149","3,550,645","3,957,626"
"61,521","33,391","983,100","1,078,012"
"(7,864)","(39,327)","(191,719)","(238,910)"
"(8,330)","34,808",-,"26,478"
"(3,033)",43,"(4,532)","(7,522)"
"360,126","118,064","4,337,494","4,815,684"
"2,000,981","384,148","5,595,203","7,980,332"
"1,830,717","135,964","5,824,673","7,791,354"
"235,811","172,876","1,608,958","2,017,645"
"(57,981)",-,"(26,746)","(84,727)"
"8,485","2,358","16,404","27,247"
-,472,"(6,387)","(5,915)"
"2,017,032","311,670","7,416,902","9,745,604"
"1,670,520","311,670","7,416,902","9,399,092"
"346,512",-,-,"346,512"
"2,017,032","311,670","7,416,902","9,745,604"
