"latoT noillim
shsK","131,19","409,261","994,311","504,71","770,1","366,05","862,368","106,21","225,461","070,774,1","787,29","714,531,1","700,1","378,5","594,73","906,36","881,633,1","288,041","078,181"
"tseretni-noN gniraeb noillim
shsK","131,19","819,621","690,1",937,744,"853,12","117,36","106,21",429,"529,813","202,5
-","668,372","700,1","071,1","569,21",573,"181,482","447,43",-
"revO sraey noillim
5
shsK",-,"443,1","195,87","930,4",-,-,"128,913",-,"970,231","478,535","642,31","713,411",-,"185,3",-,"937,54","388,671","199,853","061,1"
"sraey noillim
5
- shsK
1",-,-,"372,82","683,3",-,-,"233,732",-,"530,42","620,392",338,"858,4",-,308,-,"922,61","327,22","303,072","073,14"
"shtnom noillim
shsK
21
-
3",-,-,"076,4","743,4",-,"527,3","194,16",-,"339,3","661,87","927,2","139,57",-,042,"417,9","661,1","087,98",")416,11(","401,09"
"shtnom noillim
shsK
3
-
1",-,"901,2",508,"494,4",-,"721,91","953,99",-,"116,1","505,721","932,2","209,95",-,43,991,69,"074,26","530,56","313,73"
"1 htnom noillim
ot
pU
shsK",-,"335,23",46,004,036,"354,6","455,18",-,"049,1","475,321","249,87","345,606",-,54,"716,41",4,"151,007",")775,675(","329,11"
dethgieW tseretni setar,%00.0,%07.1,%05.11,%05.11,%00.0,%00.0,%01.01,%00.0,%05.11,,%07.4,%08.2,%00.0,%00.0,%00.0,%09.7,,,
":2202
rebmeceD
13
puorG
ta
sA",,,,,,,,,,,,,,,,,,,
