"12Profit/(loss) after tax and exceptional items
13Minority Interest","6 ,313,568","1 2,426,674","3 ,423,226","7 ,500,362","7 ,192,232","1 4,341,382","3 ,902,227","8 ,171,834"
,-,-,-,-,-,-,-,-
14Profit/(loss) after tax and exceptional items and Minority Interest,"6 ,313,568","1 2,426,674","3 ,423,226","7 ,500,362","7 ,192,232","1 4,341,382","3 ,902,227","8 ,171,834"
"15Other Comprehensive income:
15.1Gains/(Losses) from translating the financial statements of foreign operations
15.2Re-measurement of defined benefit pension fund
15.2Fair value changes in available-for-sale financial assets
16Other comprehensive income for the year net of tax
17Total comprehensive income for the year
18EARNINGS PER SHARE- DILUTED & BASIC KSHS
19DIVIDEND PER SHARE - DECLARED KSHS",,,,,,,,
,"-
-
6 73,428","-
5 08,900
( 78,581)","-
-
5 73,743","-
-
( 320,149)","( 69,490)
-
6 73,428","( 736,114)
5 08,900
( 78,581)","( 480,031)
-
5 73,743","( 138,216)
-
( 320,149)"
,"6 73,428","4 30,319","5 73,743","( 320,149)","6 03,938","( 305,795)","9 3,712","( 458,365)"
,"6 ,986,996","1 2,856,993","3 ,996,969","7 ,180,213","7 ,796,170","1 4,035,587","3 ,995,939","7 ,713,469"
,4 .23,4 .18,4.59,5.03,4.82,4.82,5.23,5.48
,-,2 .00,,,-,2 .00,,
III OTHER DISCLOSURES,,,,,,,,
"1NON-PERFORMING LOANS AND ADVANCES
a) Gross Non-performing loans and advances
b) Less Interest in Suspense
c)Total Non-Performing Loans and Advances (a-b)
d) Less Loan Loss Provision
e) Net Non-Performing Loans and Advances(c-d)
f) Discounted Value of Securities
g) Net NPLs Exposure (e-f)
2INSIDER LOANS AND ADVANCES
a) Directors, Shareholders and Associates
b) Employees
c)Total Insider Loans and Advances and other facilities
3OFF-BALANCE SHEET ITEMS
a)Letters of credit,guarantees, acceptances
b) Forwards, swaps and options
c) Other contingent liabilities
d)Total Contingent Liabilities","30-Jun-13
Kshs 000
Un-Audited","31-Dec-13
Kshs 000
Audited","31-Mar-14
Kshs 000
Un-Audited","30-Jun-14
Kshs 000
Un-Audited","30-Jun-13
Kshs 000
Un-Audited","31-Dec-13
Kshs 000
Audited","31-Mar-14
Kshs 000
Un-Audited","30-Jun-14
Kshs 000
Un-Audited"
