"31,593,617","30,983,111","30,115,743","29,228,746"
"5,158,629","642,523","5,148,585","630,000"
"11,107,870","5,664","11,117,773","5,664"
"393,054",-,"393,054",-
"48,253,170","31,631,298","46,775,155","29,864,410"
"85,814,367","77,270,938","72,363,900","65,327,229"
"7,335,708","6,871,547","2,956,714","4,923,797"
"18,237,120","10,910,430","14,243,114","9,729,433"
"2,904,174","6,855","1,629,037",-
"114,291,369","95,059,770","91,192,765","79,980,459"
"162,544,539","126,691,068","137,967,920","109,844,869"
"117,407,984","108,254,049","102,479,643","94,555,975"
"12,494,337","7,514,070","8,105,299","5,553,797"
"29,344,990","10,916,094","25,360,887","9,735,097"
"3,297,228","6,855","2,022,091",-
"162,544,539","126,691,068","137,967,920","109,844,869"
