"14,639,194","12,649,456","9,207,038","5,099,370","18,342","41,613,399"
"( 4,384,264)","( 3,232,167)","( 965,259)","(32,210)","(15,214)","(8,629,113)"
"10,254,930","9,417,289","8,241,779","5,067,160","3,128","32,984,286"
"4,090,374","5,608,198",-,"61,938","172,238","9,932,748"
-,"123,413","3,942,186",-,"879,845","4,945,444"
"(56,618)","(649,562)","( 8,214)","( 11,296)","( 1,953,630)","(2,679,320)"
"(1,939,655)","(10,647,174)","( 482,715)","( 328,170)","( 11,661,685)","(25,059,399)"
"12,349,031","3,852,164","11,693,036","4,789,632","(12,560,104)","20,123,759"
"(2,184,771)","(681,519)","(2,068,713)","(847,374)",-,"(5,782,377)"
