GROUP,Column,BANK
"2015
KShs ‘000","2014
KShs ‘000","2015
KShs ‘000"
,"21,289,713
2,437,594
2,613,117",
"30,716,043",,"23,664,462"
"1,442,229",,"1,309,009"
"1,110,203",,-
"33,268,475","26,340,424","24,973,471"
