GROUP,Column,COMPANY,Column
2017,2016,2017,2016
Kshs. million,Kshs. million,Kshs. million,Kshs. million
548,"4,159",-,
49,53,-,
47,45,-,
513,414,-,
"1,157","4,671",-,
572,435,-,
-,-,-,
127,162,-,
(90),(25),-,
609,572,-,
15,21,-,
