GROUP,Column,COMPANY,Column
"2021
KShs million","2020
KShs million","2021
KShs million","2020
KShs million"
"263,721","237,501",-,-
"124,937","114,388",-,-
"91,682","85,865",-,-
"55,713","49,295",-,-
"82,459","66,739",-,-
"11,256","9,519",-,-
"42,319","36,578",-,-
"35,061","30,152",-,-
"12,592","11,855",-,-
"21,244","17,820",-,-
581,460,-,-
"741,565","660,172",-,-
