January 2023,"Bank of Uganda -
Consolidated Corporate
Governance Guidelines.","• The Board should have at least four (4) Independent
Non-Executive Directors.
• Separation of Compliance Department as an
Independent Unit reporting to Board Risk Committee.
• The Board should have a succession policy
in place.","Compliance
requirement to avoid
sanctions."
September 2022,"Bank of Uganda -
Customer Due Diligence
(CDD) Guidelines.","Guidelines introduced minimum customer due diligence
requirements regarding the ownership, the Bank should
identify and verify the natural person (s) who owns at
least five percent (5%) or more shareholding of the legal
person or legal arrangement.","Compliance
requirement to avoid
sanctions."
September 2022,"Bank of Uganda -
Suspicious Transaction
Reporting (STR)
Guidelines",Enhance suspicious transaction reporting by Banks.,"Compliance
requirement to avoid
sanctions."
October 2022,"Bank of Uganda -
Review of Prudential
Returns for Supervised
Financial Institutions.","To align data collection with risk-based supervision,
monetary policy and to comply with the East African
Community (EAC) monetary affairs committee
harmonisation criteria as well as global standards in
banking supervision.","Compliance
requirement to avoid
reputational damage
and/or sanctions."
