Column,Year ended 2019,Column,Column,Column,Year ended 2018,Column,Column,Column
"Loans and advances to Retail
customers at amortised cost","Stage 1
12-month
ECL","Stage 2
Lifetime
ECL","Stage 3
Lifetime
ECL",Total,"Stage 1
12-month
ECL","Stage 2
Lifetime
ECL","Stage 3
Lifetime
ECL",Total
,"KShs.
million","KShs.
million","KShs.
million","KShs.
million",,,,
,"247,061",382,54,"247,879",,,,
,"16,153","7,151","2,621","25,925",,,,
,210,366,"7,538","8,114",,,,
,363,38,"3,976","4,337",,,,
,42,25,"8,608","8,675",,,,
,"263,829","7,962","22,797","294,588",,,,
,"(5,753)","(1,774)","(11,029)","(18,556)",,,,
,"258,076","6,188","11,768","276,032",,,,
