GROUP,Column,COMPANY,Column
2017,2016,2017,2016
"Kshs.
million","Kshs.
million","Kshs.
million","Kshs.
million"
"5,935","7,184",-,
"12,001","5,401",-,
"19,560","19,228",-,
"37,496","31,813",-,
"(14,805)","(11,708)",-,
"22,691","20,105",-,
"354,765","311,239",-,
"46,382","55,574",-,
"401,147","366,813",-,
"(1,153)","(1,173)",-,
"399,994","365,640",-,
"422,685","385,745",-,
