Year ended 2019,Column,Column,Column,Year ended 2018,Column,Column,Column
"Stage 1
12-month
ECL","Stage 2
Lifetime
ECL","Stage 3
Lifetime
ECL",Total,"Stage 1
12-month
ECL","Stage 2
Lifetime
ECL","Stage 3
Lifetime
ECL",Total
"KShs.
million","KShs.
million","KShs.
million","KShs.
million",,,,
"6,529",-,-,"6,529",,,,
"45,121",-,-,"45,121",,,,
-,"2,421",-,"2,421",,,,
"2,958",126,-,"3,084",,,,
-,"8,054",-,"8,054",,,,
-,404,-,404,,,,
-,"4,819",-,"4,819",,,,
-,-,"3,042","3,042",,,,
-,-,-,-,,,,
"54,608","15,824","3,042","73,474",,,,
(123),(58),(950),"(1,131)",,,,
"54,485","15,766","2,092","72,343",,,,
