2020,2021,Y-O-Y
,,Change
68.9,78.4,14%
(15.8),(16.9),10%
53.0,61.5,16%
3.4,4.0,18%
14.2,14.9,5%
4.3,3.4,(23%)
22.0,22.3,1%
75.1,83.8,11%
(28.5),(32.6),13%
(23.1),(10.7),(54%)
23.6,40.5,72%
(5.2),(11.9),129%
18.3,28.6,56%
