2016
KShs’million
951
-
-
57
-
-
-
-
564
-
-
808
"67,130"
-
-
"69,510"
-
-
740
-
36
-
776
"3,066"
"21,647"
-
( 20)
"34,843"
"9,198"
"68,734"
"69,510"
