2010
KShs’000
"11,537,533"
"1,029,436"
"2,030"
"371,219"
"(137,110)"
"(7,928)"
"12,795,180"
"(1,294,440)"
"(3,926,653)"
"(17,684,870)"
"(38,594,950)"
"9,821,927"
"1,783,599"
"24,735,950"
"(447,819)"
"(12,812,076)"
"741,919"
"5,777,976"
"6,234,297"
"847,876"
"3,959,963"
"(10,807,301)"
"6,754,730"
