"6,300,361","6,012,862","6,425,558","5,393,850"
"1,078,012","794,484","871,392","704,617"
"2,065","1,797","2,030","1,430"
"303,966","97,552","303,966","97,285"
"(14,242)","(65,107)","(13,959)","(65,085)"
"(401,830)","(1,344,451)","(286,508)","(782,632)"
"(42,318)","(1,491,039)","(680,485)","(495,334)"
"(26,944,946)","(29,243,982)","(17,214,489)","(22,865,651)"
-,-,"(4,062,175)","(2,338,316)"
"(4,357,510)","3,735,351","(4,186,126)","3,281,551"
"35,853,471","32,298,707","28,123,051","24,206,730"
"(1,313,829)","(1,944,553)","(717,114)","(2,388,099)"
"10,463,200","8,851,621","8,565,141","4,750,346"
