2010
KShs‘000
"26,997,823"
"10,211,008"
"847,876"
"5,862,488"
"148,113,364"
"43,398,134"
"5,002,289"
"11,009"
"1,126,284"
"1,368,385"
"8,271,647"
"145,893"
"251,356,200"
"11,056,967"
"196,974,651"
"2,356,968"
"1,837,722"
121
-
"212,226,429"
"2,950,260"
"32,491,686"
"3,687,825"
"39,129,771"
"251,356,200"
