RETAIL - MORTGAGE,Column,Column,Column,Column
,286,230,"1,371","1,887"
,,,,-
,41,(40),(1),-
,(32),41,(9),-
,(6),(62),68,-
,(80),58,551,529
,418,58,209,685
,(451),(23),(883),"(1,357)"
,(7),-,(213),(220)
,169,262,"1,093","1,524"
