"Particulars
Summarised balance sheet","BPR
2022
KShs million","TMB
2022
KShs million"
,"92,522",
,"78,150",
,"14,372",
,"1,956",
,"6,892",
,"2,482",
,323,
,-,
,(500),
,(363),
,"2,557",
,"1,694",
